topic,question,answer
"Software & OS (Windows, Linux, macOS)",How do I configure Windows 11 for optimal gaming performance?,"Enable Game Mode in Settings > Gaming > Game Mode. Set your power plan to High Performance or Balanced. Update GPU drivers. In the NVIDIA/AMD control panel, set Power Management Mode to Prefer Maximum Performance. Disable Xbox Game Bar if you don't use it. Ensure Windows is not running updates during gaming by adjusting Active Hours."
"Software & OS (Windows, Linux, macOS)",What is the Windows Emergency Restart feature?,"Hold Ctrl+Alt+Del and click the power button in the bottom-right while holding Ctrl. This triggers an Emergency Restart that reboots Windows immediately without going through the normal shutdown sequence, useful when the system is partially hung. Use only as a last resort since it may cause data loss from unsaved files."
"Software & OS (Windows, Linux, macOS)",How do I configure Windows power plans for battery vs plugged in?,"Open Power Options from Control Panel. Select 'Balanced' for general use, 'High Performance' for maximum speed (more power/heat), or 'Power saver' for maximum battery life. Click 'Change plan settings' to customize screen timeout, sleep timing, and advanced settings like CPU throttling separately for battery and plugged-in states."
"Software & OS (Windows, Linux, macOS)",How do I use KVM (Kernel-based Virtual Machine) on Linux?,Install KVM with 'sudo apt install qemu-kvm virt-manager'. Check hardware virtualization support with 'egrep -c '(vmx|svm)' /proc/cpuinfo'. Add your user to the kvm and libvirt groups. Launch Virtual Machine Manager for a graphical interface. KVM is the preferred virtualization solution on Linux servers and provides near-native performance.
"Software & OS (Windows, Linux, macOS)",How do I configure automatic mounting in macOS for network drives?,"In Finder, connect to the server via Go > Connect to Server. Once connected, open System Preferences > Users & Groups > Login Items and drag the mounted network volume to the list. It will auto-mount at login. For more reliable mounting, use a login script or Automator workflow with a Connect to Server action."
"Software & OS (Windows, Linux, macOS)",How do I use the history command in Linux and search previous commands?,'history' shows your command history with line numbers. 'history 20' shows the last 20 commands. Press Ctrl+R to reverse-search your history interactively — type part of a command to find it. '!!' repeats the last command; '!123' runs command number 123 from history. Set HISTSIZE and HISTFILESIZE in ~/.bashrc to control how many commands are saved.
"Software & OS (Windows, Linux, macOS)",How do I capture network traffic on Linux using tcpdump?,Run 'sudo tcpdump -i eth0' to capture traffic on an interface. '-n' skips hostname resolution for speed. '-w file.pcap' saves to a file for analysis in Wireshark. 'sudo tcpdump -i any port 80' filters to HTTP traffic. 'sudo tcpdump host 192.168.1.1' captures traffic to/from a specific IP. Press Ctrl+C to stop.
"Software & OS (Windows, Linux, macOS)",How do I use Windows Disk Cleanup to free space?,"Search for 'Disk Cleanup' in the Start menu and run it. Select which types of files to delete: Temporary files, Recycle Bin, Windows Update Cleanup, etc. Click 'Clean up system files' for additional options including old Windows installation files. Running this after major Windows updates can free several gigabytes."
"Software & OS (Windows, Linux, macOS)",How do I enable and configure Windows Subsystem for Linux features?,"After installing WSL2, you can access Linux files from Windows at \\wsl$\distroname in File Explorer. Access Windows files from Linux at /mnt/c/. Configure WSL in ~/.wslconfig (Windows-wide settings) and /etc/wsl.conf (per-distro settings). Set memory limits, swap size, and auto-mounting behavior. Restart WSL with 'wsl --shutdown'."
"Software & OS (Windows, Linux, macOS)",How do I use the macOS command line to manage users?,Create a user: 'sudo dscl . -create /Users/username'. Set password: 'sudo dscl . -passwd /Users/username password'. Add to admin group: 'sudo dscl . -append /Groups/admin GroupMembership username'. Delete a user: 'sudo dscl . -delete /Users/username'. List users: 'dscl . -list /Users'. These commands use Directory Service command-line utility.
"Software & OS (Windows, Linux, macOS)",What is a filesystem journal and why does it matter?,"A journal records filesystem changes before committing them, allowing recovery from crashes without full filesystem checks. NTFS, ext4, and HFS+ all use journaling. Without it, a crash mid-write could corrupt the filesystem. The journal acts like a write-ahead log — if a crash occurs, the journal is replayed on next mount to restore consistency."
"Software & OS (Windows, Linux, macOS)",How do I use curl to test APIs from the command line?,"'curl https://api.example.com/endpoint' makes a GET request. 'curl -X POST -H 'Content-Type: application/json' -d '{""key"":""value""}' url' makes a POST with JSON. '-I' shows only headers. '-o file.txt' saves output. '-u user:pass' adds basic auth. '-v' shows verbose output including request and response headers. Curl is essential for API debugging."
"Software & OS (Windows, Linux, macOS)",How do I install and configure Nginx as a web server on Ubuntu?,"Install with 'sudo apt install nginx'. Start and enable: 'sudo systemctl enable --now nginx'. Test with 'curl localhost'. Configuration files are in /etc/nginx/. The default site config is in /etc/nginx/sites-available/default. After editing config files, test with 'sudo nginx -t' before reloading with 'sudo systemctl reload nginx'."
"Software & OS (Windows, Linux, macOS)",How do I use Windows's built-in OpenSSH client?,"Windows 10 1809+ includes an OpenSSH client. Open PowerShell or Command Prompt and use 'ssh user@hostname'. For key-based auth, generate keys with 'ssh-keygen' and copy the public key to the server's ~/.ssh/authorized_keys. Configure SSH client settings in ~\.ssh\config for aliases and persistent connections."
"Software & OS (Windows, Linux, macOS)",What is POSIX and why does it matter for cross-platform scripting?,"POSIX (Portable Operating System Interface) is a set of standards for maintaining compatibility between Unix-like operating systems. POSIX-compliant scripts and programs run consistently on Linux, macOS, BSD, and other Unix-like systems. Avoiding Bash-specific features and using POSIX sh syntax makes scripts more portable across different Unix environments."
"Software & OS (Windows, Linux, macOS)",How do I use the 'sort' command in Linux?,'sort filename' sorts lines alphabetically. '-n' sorts numerically. '-r' reverses the order. '-k2' sorts by the second field. '-u' removes duplicate lines. '-t:' sets the field delimiter to colon. Example: 'sort -t: -k3 -n /etc/passwd' sorts by UID numerically. Combine with pipes: 'ps aux | sort -k4 -rn' sorts processes by memory usage descending.
"Software & OS (Windows, Linux, macOS)",How do I configure auto-completion in Bash?,"Bash auto-completion is usually enabled by default via /etc/bash_completion. To enable it if missing, add 'source /etc/bash_completion' to ~/.bashrc. Install additional completions with 'sudo apt install bash-completion'. Press Tab once to complete a command or filename, twice to see all options. Tab completion also works for command arguments in many tools."
"Software & OS (Windows, Linux, macOS)",What is the difference between ext3 and ext4 filesystems?,"Ext4 is the modern successor to ext3 with several improvements: support for larger files (up to 16TB vs 2TB), larger volumes (up to 1 exabyte), better performance through extent-based allocation and delayed allocation, faster fsck, and support for more subdirectories. Ext4 is backward compatible with ext3 and is the default filesystem for most Linux distributions."
"Software & OS (Windows, Linux, macOS)",How do I use Windows's built-in Backup and Restore?,Search for 'Backup and Restore (Windows 7)' in Control Panel. Click 'Set up backup' to create a scheduled backup to an external drive or network location. This backs up personal files and can create a system image. A system image backup can restore your entire PC to its current state in case of drive failure.
"Software & OS (Windows, Linux, macOS)",How do I run a Windows application at startup minimized?,"Create a shortcut to the app. Right-click it, go to Properties, and change 'Run:' from 'Normal window' to 'Minimized'. Move this shortcut to the Startup folder (Win+R, then 'shell:startup'). The app will launch minimized to the taskbar at startup. For system tray apps, they usually manage this themselves."
"Software & OS (Windows, Linux, macOS)",How do I use macOS Automator to automate repetitive tasks?,"Open Automator from Applications. Choose a workflow type (Workflow, Application, Quick Action, etc.). Drag actions from the library onto the workflow canvas. For example, to batch rename files: add 'Get Finder Items', then 'Rename Finder Items'. Test with Run and save. Quick Actions appear in Finder's right-click context menu."
